,Prices,Returns
,^GSPC,^GSPC
Date,,
2010-06-14,1089.6300048828125,-0.0018046635646612463
2010-06-15,1115.22998046875,0.023494191121040897
2010-06-16,1114.6099853515625,-0.0005559347650669899
2010-06-17,1116.0400390625,0.0012830081640498037
2010-06-18,1117.510009765625,0.0013171307943036226
2010-06-21,1113.199951171875,-0.003856841152281021
2010-06-22,1095.31005859375,-0.016070691127224812
2010-06-23,1092.0400390625,-0.0029854738442266493
2010-06-24,1073.68994140625,-0.01680350261882635
2010-06-25,1076.760009765625,0.002859362131449217
2010-06-28,1074.5699462890625,-0.00203393834902843
2010-06-29,1041.239990234375,-0.03101701864061035
2010-06-30,1030.7099609375,-0.0101129704925228
2010-07-01,1027.3699951171875,-0.0032404516759250157
2010-07-02,1022.5800170898438,-0.004662369010297374
2010-07-06,1028.06005859375,0.00535903441522545
2010-07-07,1060.27001953125,0.03133081639370272
2010-07-08,1070.25,0.00941267817151159
2010-07-09,1077.9599609375,0.007203887818266752
2010-07-12,1078.75,0.0007329020475055348
2010-07-13,1095.3399658203125,0.015378879091830777
2010-07-14,1095.1700439453125,-0.0001551316306374062
2010-07-15,1096.47998046875,0.0011961033180916125
2010-07-16,1064.8800048828125,-0.028819473359129044
2010-07-19,1071.25,0.005981890060832162
2010-07-20,1083.47998046875,0.011416551196032687
2010-07-21,1069.5899658203125,-0.012819816608358736
2010-07-22,1093.6700439453125,0.022513373250030444
2010-07-23,1102.6600341796875,0.008220020548377116
2010-07-26,1115.010009765625,0.011200166146517754
2010-07-27,1113.8399658203125,-0.0010493573466290318
2010-07-28,1106.1300048828125,-0.006921964711350426
2010-07-29,1101.530029296875,-0.004158621107493432
2010-07-30,1101.5999755859375,6.349921218862242e-05
2010-08-02,1125.8599853515625,0.022022522061804883
2010-08-03,1120.4599609375,-0.004796355216742376
2010-08-04,1127.239990234375,0.006051112519185553
2010-08-05,1125.81005859375,-0.001268524584838171
2010-08-06,1121.6400146484375,-0.003704038628435491
2010-08-09,1127.7900390625,0.005483064382283187
2010-08-10,1121.06005859375,-0.0059674054882985494
2010-08-11,1089.469970703125,-0.028178764954173263
2010-08-12,1083.6099853515625,-0.0053787488495717906
2010-08-13,1079.25,-0.004023574358396065
2010-08-16,1079.3800048828125,0.00012045854325926086
2010-08-17,1092.5400390625,0.012192216013040102
2010-08-18,1094.1600341796875,0.0014827787168125717
2010-08-19,1075.6300048828125,-0.016935392189468268
2010-08-20,1071.68994140625,-0.0036630286052607985
2010-08-23,1067.3599853515625,-0.004040306703826824
2010-08-24,1051.8699951171875,-0.014512432962598854
2010-08-25,1055.3299560546875,0.0032893427453595248
2010-08-26,1047.219970703125,-0.007684786454732473
2010-08-27,1064.5899658203125,0.01658676839931239
2010-08-30,1048.9200439453125,-0.01471920868888299
2010-08-31,1049.3299560546875,0.000390794428747121
2010-09-01,1080.2900390625,0.029504621333996228
2010-09-02,1090.0999755859375,0.009080835857702363
2010-09-03,1104.510009765625,0.013219002387319545
2010-09-07,1091.8399658203125,-0.011471189788493708
2010-09-08,1098.8699951171875,0.006438699367075529
2010-09-09,1104.1800537109375,0.0048322900955937165
2010-09-10,1109.550048828125,0.004863332840635781
2010-09-13,1121.9000244140625,0.011130616053760978
2010-09-14,1121.0999755859375,-0.0007131195389205036
2010-09-15,1125.0699462890625,0.00354113887216001
2010-09-16,1124.6600341796875,-0.00036434366656679096
2010-09-17,1125.5899658203125,0.0008268557718451586
2010-09-20,1142.7099609375,0.015209797205957498
2010-09-21,1139.780029296875,-0.002564020390809607
2010-09-22,1134.280029296875,-0.004825492514895946
2010-09-23,1124.8299560546875,-0.008331340584428193
2010-09-24,1148.6700439453125,0.021194392772258208
2010-09-27,1142.1600341796875,-0.005667432349210744
2010-09-28,1147.699951171875,0.004850385958537151
2010-09-29,1144.72998046875,-0.0025877588476783675
2010-09-30,1141.199951171875,-0.003083722237648967
2010-10-01,1146.239990234375,0.004416438203773465
2010-10-04,1137.030029296875,-0.008034932488803492
2010-10-05,1160.75,0.02086134059079603
2010-10-06,1159.969970703125,-0.0006720045633211713
2010-10-07,1158.06005859375,-0.0016465185803191673
2010-10-08,1165.1500244140625,0.00612227817348443
2010-10-11,1165.3199462890625,0.00014583690635494584
2010-10-12,1169.77001953125,0.003818756605307172
2010-10-13,1178.0999755859375,0.007121020299379444
2010-10-14,1173.81005859375,-0.0036413861990395313
2010-10-15,1176.18994140625,0.002027485447987365
2010-10-18,1184.7099609375,0.007243744595420987
2010-10-19,1165.9000244140625,-0.015877250249970554
2010-10-20,1178.1700439453125,0.01052407519882892
2010-10-21,1180.260009765625,0.0017739084702186325
2010-10-22,1183.0799560546875,0.0023892585241640507
2010-10-25,1185.6199951171875,0.002146971596890701
2010-10-26,1185.6400146484375,1.688528477283846e-05
2010-10-27,1182.449951171875,-0.002690583513671685
2010-10-28,1183.780029296875,0.0011248494058304637
2010-10-29,1183.260009765625,-0.0004392872986367369
2010-11-01,1184.3800048828125,0.0009465333975153811
2010-11-02,1193.5699462890625,0.007759284493458862
2010-11-03,1197.9599609375,0.003678053944041082
2010-11-04,1221.06005859375,0.01928286287479275
2010-11-05,1225.8499755859375,0.00392275298702649
2010-11-08,1223.25,-0.0021209574072836856
2010-11-09,1213.4000244140625,-0.008052299681943542
2010-11-10,1218.7099609375,0.004376080778473401
2010-11-11,1213.5400390625,-0.004242126544221403
2010-11-12,1199.2099609375,-0.011808492232419865
2010-11-15,1197.75,-0.0012174356326716262
2010-11-16,1178.3399658203125,-0.016205413633636034
2010-11-17,1178.5899658203125,0.00021216287934855416
2010-11-18,1196.68994140625,0.015357313493959523
2010-11-19,1199.72998046875,0.002540373205550228
2010-11-22,1197.8399658203125,-0.0015753666901773267
2010-11-23,1180.72998046875,-0.014284032792181156
2010-11-24,1198.3499755859375,0.014922967493543604
2010-11-26,1189.4000244140625,-0.007468562068020934
2010-11-29,1187.760009765625,-0.001378858764733426
2010-11-30,1180.550048828125,-0.006070216944686235
2010-12-01,1206.0699462890625,0.02161695515261708
2010-12-02,1221.530029296875,0.012818562518186694
2010-12-03,1224.7099609375,0.0026032365675492386
2010-12-06,1223.1199951171875,-0.001298238661417761
2010-12-07,1223.75,0.0005150801927265025
2010-12-08,1228.280029296875,0.003701760406026544
2010-12-09,1233.0,0.0038427480627742927
2010-12-10,1240.4000244140625,0.006001641860553519
2010-12-13,1240.4599609375,4.832031784740565e-05
2010-12-14,1241.5899658203125,0.00091095635360805
2010-12-15,1235.22998046875,-0.005122452280258649
2010-12-16,1242.8699951171875,0.006185094896691501
2010-12-17,1243.9100341796875,0.0008368043854836138
2010-12-20,1247.0799560546875,0.0025483530061645165
2010-12-21,1254.5999755859375,0.006030102155631267
2010-12-22,1258.8399658203125,0.0033795554893063517
2010-12-23,1256.77001953125,-0.0016443283858672553
2010-12-27,1257.5400390625,0.0006126972471360848
2010-12-28,1258.510009765625,0.0007713239125555216
2010-12-29,1259.780029296875,0.0010091453555356455
2010-12-30,1257.8800048828125,-0.0015082191889665975
2010-12-31,1257.6400146484375,-0.0001907894500615681
2011-01-03,1271.8699951171875,0.011314828013585299
2011-01-04,1270.199951171875,-0.0013130618315739806
2011-01-05,1276.56005859375,0.0050071702616640845
2011-01-06,1273.8499755859375,-0.002122957701494954
2011-01-07,1271.5,-0.001844782063018524
2011-01-10,1269.75,-0.001376327172630698
2011-01-11,1274.47998046875,0.0037251273626697223
2011-01-12,1285.9599609375,0.00900758006769764
2011-01-13,1283.760009765625,-0.001710746243041017
2011-01-14,1293.239990234375,0.007384542591010179
2011-01-18,1295.02001953125,0.00137641065101346
2011-01-19,1281.9200439453125,-0.010115654884377157
2011-01-20,1280.260009765625,-0.0012949592195925508
2011-01-21,1283.3499755859375,0.0024135455272700224
2011-01-24,1290.8399658203125,0.00583628034196626
2011-01-25,1291.1800537109375,0.0002634624737614111
2011-01-26,1296.6300048828125,0.00422090718967616
2011-01-27,1299.5400390625,0.0022443057531671418
2011-01-28,1276.3399658203125,-0.017852526697772375
2011-01-31,1286.1199951171875,0.007662558220206783
2011-02-01,1307.5899658203125,0.01669359840810869
2011-02-02,1304.030029296875,-0.00272251746839014
2011-02-03,1307.0999755859375,0.0023541990752451447
2011-02-04,1310.8699951171875,0.002884262567260709
2011-02-07,1319.050048828125,0.006240171597036381
2011-02-08,1324.5699462890625,0.004184752099316791
2011-02-09,1320.8800048828125,-0.0027857656113878804
2011-02-10,1321.8699951171875,0.0007494929370688297
2011-02-11,1329.1500244140625,0.005507371620330659
2011-02-14,1332.3199462890625,0.002384924061824778
2011-02-15,1328.010009765625,-0.003234911055292722
2011-02-16,1336.3199462890625,0.006257435156610036
2011-02-17,1340.4300537109375,0.003075691142146564
2011-02-18,1343.010009765625,0.0019247226272978146
2011-02-22,1315.43994140625,-0.02052856505826517
2011-02-23,1307.4000244140625,-0.006111960522950599
2011-02-24,1306.0999755859375,-0.000994377240208233
2011-02-25,1319.8800048828125,0.01055051646463201
2011-02-28,1327.219970703125,0.005561085699577806
2011-03-01,1306.3299560546875,-0.015739677754675885
2011-03-02,1308.43994140625,0.0016152009236127807
2011-03-03,1330.969970703125,0.017219001487115193
2011-03-04,1321.1500244140625,-0.0073780374502926405
2011-03-07,1310.1300048828125,-0.008341232507744434
2011-03-08,1321.8199462890625,0.008922733898683255
2011-03-09,1320.02001953125,-0.0013617034323515353
2011-03-10,1295.1099853515625,-0.018870951812180237
2011-03-11,1304.280029296875,0.007080513662183874
2011-03-14,1296.3900146484375,-0.006049325659529536
2011-03-15,1281.8699951171875,-0.01120034817237281
2011-03-16,1256.8800048828125,-0.019494949042855536
2011-03-17,1273.719970703125,0.013398228752857344
2011-03-18,1279.2099609375,0.004310201897316901
2011-03-21,1298.3800048828125,0.014985846366661448
2011-03-22,1293.77001953125,-0.003550567117658776
2011-03-23,1297.5400390625,0.00291397966743423
2011-03-24,1309.6600341796875,0.009340748456551973
2011-03-25,1313.800048828125,0.003161136890789118
2011-03-28,1310.18994140625,-0.002747836267090409
2011-03-29,1319.43994140625,0.007060045042073693
2011-03-30,1328.260009765625,0.006684706201916635
2011-03-31,1325.8299560546875,-0.0018295015230987977
2011-04-01,1332.4100341796875,0.004962987972138233
2011-04-04,1332.8699951171875,0.0003452097520288966
2011-04-05,1332.6300048828125,-0.0001800552456384663
2011-04-06,1335.5400390625,0.002183677516658822
2011-04-07,1333.510009765625,-0.0015200063176690204
2011-04-08,1328.1700439453125,-0.00400444374710851
2011-04-11,1324.4599609375,-0.0027933795260068894
2011-04-12,1314.1600341796875,-0.007776699229565143
2011-04-13,1314.4100341796875,0.00019023558280406583
2011-04-14,1314.52001953125,8.367659155239515e-05
2011-04-15,1319.6800537109375,0.003925413156908419
2011-04-18,1305.1400146484375,-0.011017851653977395
2011-04-19,1312.6199951171875,0.00573117089721964
2011-04-20,1330.3599853515625,0.013514947433656221
2011-04-21,1337.3800048828125,0.0052767819301140495
2011-04-25,1335.25,-0.0015926699031209024
2011-04-26,1347.239990234375,0.008979584523029382
2011-04-27,1355.6600341796875,0.006249847099511818
2011-04-28,1360.47998046875,0.0035554240499382495
2011-04-29,1363.6099853515625,0.002300662213150728
2011-05-02,1361.219970703125,-0.00175271131343413
2011-05-03,1356.6199951171875,-0.0033793036283190636
2011-05-04,1347.3199462890625,-0.006855308680100647
2011-05-05,1335.0999755859375,-0.009069835815006422
2011-05-06,1340.199951171875,0.0038199203649145197
2011-05-09,1346.2900390625,0.004544163641626575
2011-05-10,1357.1600341796875,0.008074036650198346
2011-05-11,1342.0799560546875,-0.011111495877577093
2011-05-12,1348.6500244140625,0.004895437361786659
2011-05-13,1337.77001953125,-0.00806733006032423
2011-05-16,1329.469970703125,-0.006204391417766519
2011-05-17,1328.97998046875,-0.0003685605881837972
2011-05-18,1340.6800537109375,0.00880379946585852
2011-05-19,1343.5999755859375,0.0021779408643529674
2011-05-20,1333.27001953125,-0.007688267521873571
2011-05-23,1317.3699951171875,-0.01192558460112425
2011-05-24,1316.280029296875,-0.0008273801774386635
2011-05-25,1320.469970703125,0.0031831687125787322
2011-05-26,1325.68994140625,0.0039531157988739185
2011-05-27,1331.0999755859375,0.004080919686204165
2011-05-31,1345.199951171875,0.010592724697279676
2011-06-01,1314.550048828125,-0.02278464425831217
2011-06-02,1312.93994140625,-0.0012248353901096465
2011-06-03,1300.1600341796875,-0.009733809463420173
2011-06-06,1286.1700439453125,-0.010760206333523925
2011-06-07,1284.93994140625,-0.0009564073932939454
2011-06-08,1279.56005859375,-0.004186874918536865
2011-06-09,1289.0,0.007377489898070522
2011-06-10,1270.97998046875,-0.013979844477308045
2011-06-13,1271.8299560546875,0.0006687560771996282
2011-06-14,1287.8699951171875,0.012611779574887017
2011-06-15,1265.4200439453125,-0.01743184580508239
2011-06-16,1267.6400146484375,0.0017543350239683786
2011-06-17,1271.5,0.003045016966140013
2011-06-20,1278.3599853515625,0.005395190996116739
2011-06-21,1295.52001953125,0.013423475684721353
2011-06-22,1287.1400146484375,-0.006468448774604507
2011-06-23,1283.5,-0.002827986549257977
2011-06-24,1268.449951171875,-0.011725787945559007
2011-06-27,1280.0999755859375,0.009184457300265958
2011-06-28,1296.6700439453125,0.012944354874931063
2011-06-29,1307.4100341796875,0.008282747245164312
2011-06-30,1320.6400146484375,0.01011922818616795
2011-07-01,1339.6700439453125,0.014409702179091433
2011-07-05,1337.8800048828125,-0.0013361790618444669
2011-07-06,1339.219970703125,0.0010015590452223666
2011-07-07,1353.219970703125,0.010453846497412655
2011-07-08,1343.800048828125,-0.006961116506509657
2011-07-11,1319.489990234375,-0.01809053260189253
2011-07-12,1313.6400146484375,-0.004433512667192274
2011-07-13,1317.719970703125,0.003105840267646931
2011-07-14,1308.8699951171875,-0.0067161276923011215
2011-07-15,1316.1400146484375,0.005554424471774233
2011-07-18,1305.43994140625,-0.008129889770918997
2011-07-19,1326.72998046875,0.01630870818887753
2011-07-20,1325.8399658203125,-0.0006708332980633891
2011-07-21,1343.800048828125,0.013546192203295337
2011-07-22,1345.02001953125,0.0009078513609139804
2011-07-25,1337.4300537109375,-0.0056430132712504966
2011-07-26,1331.93994140625,-0.004104971538103408
2011-07-27,1304.8900146484375,-0.020308668519432915
2011-07-28,1300.6700439453125,-0.0032339665839667964
2011-07-29,1292.280029296875,-0.006450532698506817
2011-08-01,1286.93994140625,-0.004132299323336697
2011-08-02,1254.050048828125,-0.025556664705103427
2011-08-03,1260.3399658203125,0.005015682586245518
2011-08-04,1200.0699462890625,-0.047820446201610634
2011-08-05,1199.3800048828125,-0.0005749176607442452
2011-08-08,1119.4599609375,-0.06663446415643826
2011-08-09,1172.530029296875,0.0474068481332115
2011-08-10,1120.760009765625,-0.04415240397919251
2011-08-11,1172.6400146484375,0.04629002144148742
2011-08-12,1178.81005859375,0.00526166928318772
2011-08-15,1204.489990234375,0.021784622088531824
2011-08-16,1192.760009765625,-0.00973854541245922
2011-08-17,1193.8900146484375,0.0009473866272851073
2011-08-18,1140.6500244140625,-0.0445937143129993
2011-08-19,1123.530029296875,-0.015008981502439234
2011-08-22,1123.8199462890625,0.00025804116011829414
2011-08-23,1162.3499755859375,0.034284877594586316
2011-08-24,1177.5999755859375,0.013119972745138542
2011-08-25,1159.27001953125,-0.01556552007023193
2011-08-26,1176.800048828125,0.015121610152536658
2011-08-29,1210.0799560546875,0.028280001568408375
2011-08-30,1212.9200439453125,0.002347024984931334
2011-08-31,1218.8900146484375,0.004921982065451136
2011-09-01,1204.4200439453125,-0.01187143263889856
2011-09-02,1173.969970703125,-0.025281938303220453
2011-09-06,1165.239990234375,-0.007436289416773878
2011-09-07,1198.6199951171875,0.028646463529026667
2011-09-08,1185.9000244140625,-0.010612179635699603
2011-09-09,1154.22998046875,-0.026705492278710663
2011-09-12,1162.27001953125,0.006965716710316983
2011-09-13,1172.8699951171875,0.00912006281484623
2011-09-14,1188.6800537109375,0.013479804803234297
2011-09-15,1209.1099853515625,0.017187073659429952
2011-09-16,1216.010009765625,0.0057066970727697175
2011-09-19,1204.0899658203125,-0.0098025870260805
2011-09-20,1202.0899658203125,-0.0016610054537223862
2011-09-21,1166.760009765625,-0.02939044252863232
2011-09-22,1129.56005859375,-0.031883121516435575
2011-09-23,1136.4300537109375,0.006082009597382809
2011-09-26,1162.949951171875,0.023336145831710953
2011-09-27,1175.3800048828125,0.010688382331855317
2011-09-28,1151.06005859375,-0.020691134941917988
2011-09-29,1160.4000244140625,0.008114229792425487
2011-09-30,1131.4200439453125,-0.024974129488995245
2011-10-03,1099.22998046875,-0.0284510281118181
2011-10-04,1123.949951171875,0.022488442948566112
2011-10-05,1144.030029296875,0.017865633700204997
2011-10-06,1164.969970703125,0.018303664125949304
2011-10-07,1155.4599609375,-0.008163308930517088
2011-10-10,1194.8900146484375,0.034124984892549115
2011-10-11,1195.5400390625,0.0005440035535435594
2011-10-12,1207.25,0.009794704112697561
2011-10-13,1203.6600341796875,-0.002973672247100878
2011-10-14,1224.5799560546875,0.01738025794738407
2011-10-17,1200.8599853515625,-0.019369883187983272
2011-10-18,1225.3800048828125,0.020418716445174567
2011-10-19,1209.8800048828125,-0.01264913736003248
2011-10-20,1215.3900146484375,0.0045541787147385104
2011-10-21,1238.25,0.01880876515031682
2011-10-24,1254.18994140625,0.012872958939026846
2011-10-25,1229.050048828125,-0.02004472508361621
2011-10-26,1242.0,0.010536553156824224
2011-10-27,1284.5899658203125,0.034291437858544604
2011-10-28,1285.0899658203125,0.0003892292585989665
2011-10-31,1253.300048828125,-0.02473750308360323
2011-11-01,1218.280029296875,-0.027942247001422227
2011-11-02,1237.9000244140625,0.016104667765514558
2011-11-03,1261.1500244140625,0.01878180753005876
2011-11-04,1253.22998046875,-0.006280017279460592
2011-11-07,1261.1199951171875,0.006295743615618132
2011-11-08,1275.9200439453125,0.011735638864999398
2011-11-09,1229.0999755859375,-0.036695142913972245
2011-11-10,1239.699951171875,0.008624176874533207
2011-11-11,1263.8499755859375,0.019480539941325148
2011-11-14,1251.780029296875,-0.009550141648312915
2011-11-15,1257.81005859375,0.004817163683512371
2011-11-16,1236.9100341796875,-0.016616200730203312
2011-11-17,1216.1300048828125,-0.016799952076269054
2011-11-18,1215.6500244140625,-0.00039467858438069214
2011-11-21,1192.97998046875,-0.018648495446902502
2011-11-22,1188.0400390625,-0.004140841830647446
2011-11-23,1161.7900390625,-0.02209521492281885
2011-11-25,1158.6700439453125,-0.002685506857766806
2011-11-28,1192.550048828125,0.029240425313361795
2011-11-29,1195.18994140625,0.002213653490450218
2011-11-30,1246.9599609375,0.0433153072475978
2011-12-01,1244.5799560546875,-0.0019086457924624156
2011-12-02,1244.280029296875,-0.00024098633145541726
2011-12-05,1257.0799560546875,0.010287014543699957
2011-12-06,1258.469970703125,0.0011057487964409862
2011-12-07,1261.010009765625,0.002018354924337773
2011-12-08,1234.3499755859375,-0.02114181011508598
2011-12-09,1255.18994140625,0.01688335256005491
2011-12-12,1236.469970703125,-0.014914054108935981
2011-12-13,1225.72998046875,-0.00868600976072853
2011-12-14,1211.8199462890625,-0.01134836742295231
2011-12-15,1215.75,0.0032431003656709922
2011-12-16,1219.6600341796875,0.0032161498496299235
2011-12-19,1205.3499755859375,-0.011732825699560245
2011-12-20,1241.300048828125,0.029825423296426123
2011-12-21,1243.719970703125,0.0019495059855065833
2011-12-22,1254.0,0.008265549753183832
2011-12-23,1265.3299560546875,0.009035052675189448
2011-12-27,1265.4300537109375,7.9107947907886e-05
2011-12-28,1249.6400146484375,-0.0124780022540123
2011-12-29,1263.02001953125,0.01070708742195392
2011-12-30,1257.5999755859375,-0.0042913365279230176
2012-01-03,1277.06005859375,0.015473984880403524
2012-01-04,1277.300048828125,0.00018792399994027598
2012-01-05,1281.06005859375,0.002943716919978634
2012-01-06,1277.81005859375,-0.002536961462655807
2012-01-09,1280.699951171875,0.0022615979258335805
2012-01-10,1292.0799560546875,0.00888576974833133
2012-01-11,1292.47998046875,0.0003095972599744812
2012-01-12,1295.5,0.002336608362904613
2012-01-13,1289.0899658203125,-0.004947922948427275
2012-01-17,1293.6700439453125,0.003552954600872571
2012-01-18,1308.0400390625,0.011107929092462498
2012-01-19,1314.5,0.004938656879440728
2012-01-20,1315.3800048828125,0.0006694597815233294
2012-01-23,1316.0,0.00047134296924533636
2012-01-24,1314.6500244140625,-0.00102581731454221
2012-01-25,1326.06005859375,0.008679141952454561
2012-01-26,1318.4300537109375,-0.005753890884025226
2012-01-27,1316.3299560546875,-0.0015928775670267514
2012-01-30,1313.010009765625,-0.0025221231757218687
2012-01-31,1312.4100341796875,-0.0004569466961219515
2012-02-01,1324.0899658203125,0.008899605562620927
2012-02-02,1325.5400390625,0.0010951470667548424
2012-02-03,1344.9000244140625,0.014605356896842503
2012-02-06,1344.3299560546875,-0.0004238741534883239
2012-02-07,1347.050048828125,0.00202338180532724
2012-02-08,1349.9599609375,0.0021602108339675574
2012-02-09,1351.949951171875,0.0014741105602813498
2012-02-10,1342.6400146484375,-0.006886302644093845
2012-02-13,1351.77001953125,0.006800039312997219
2012-02-14,1350.5,-0.0009395233752043097
2012-02-15,1343.22998046875,-0.0053832058728249255
2012-02-16,1358.0400390625,0.01102570580548079
2012-02-17,1361.22998046875,0.0023489303072772305
2012-02-21,1362.2099609375,0.000719922777789872
2012-02-22,1357.6600341796875,-0.0033401068031253534
2012-02-23,1363.4599609375,0.004272002277298181
2012-02-24,1365.739990234375,0.0016722378083675604
2012-02-27,1367.5899658203125,0.0013545591394890089
2012-02-28,1372.1800537109375,0.0033563334079245166
2012-02-29,1365.6800537109375,-0.0047369876733168725
2012-03-01,1374.0899658203125,0.006158039788692005
2012-03-02,1369.6300048828125,-0.003245756135652589
2012-03-05,1364.3299560546875,-0.003869693865664492
2012-03-06,1343.3599853515625,-0.015370160722531612
2012-03-07,1352.6300048828125,0.0069006220464606915
2012-03-08,1365.9100341796875,0.009817931917032618
2012-03-09,1370.8699951171875,0.0036312500921620305
2012-03-12,1371.0899658203125,0.00016046065922270536
2012-03-13,1395.949951171875,0.018131549330308916
2012-03-14,1394.280029296875,-0.0011962619960680376
2012-03-15,1402.5999755859375,0.005967198922915307
2012-03-16,1404.1700439453125,0.0011193985360786751
2012-03-19,1409.75,0.00397384638616094
